key,message,Final Category
1448,hello bounty team i put a request on 31st jan for amazon vocher.... but i did'nt get the vocher plz check once and send me the vocher.....,voucher
1449,how can i get older notification November month,voucher
1450,hii am waiting forl my coupon,voucher
1451,some of my friends dint got voucher,voucher
1452,hi.. I didn't receive last recharge voucher..,voucher
1453,hello,greeting
1454,hi i am not satisfied with place of origin voucher,voucher
1455,hi,greeting
1456,"dear sir, kidly send me the gift vouchers i have applied so lang back",voucher
1457,hi where is my amazon coupon do u guys even have plans of giving it,voucher
1458,OK. thanks,thanks
1459,hi are you a real person? i have not yet come to my concern. just checking if i am speaking to a human or machine :),greeting
1460,hi,greeting
1461,Hello Please send my pending bounty coupnes.,voucher
1462,hello Anyone over there?,greeting
1463,I have given request for bonus not recd but from 1 month only i recd commitment but not recd my pending bonus,voucher
1464,anyone der,greeting
1465,hi..is der anyone to help i had order one recharge voucher wid 150 point it has been 6 montth,voucher
1466,hey hi I have received mail stating that my voucher has arrived but when I open the app I unable to find it...,voucher
1467,I'm applied for 3 flipcort ochar on feb1st/feb8th/feb23rd till now I don't get why https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzY5MDcxODc0NTkyNDI=.png,voucher
1468,hai,greeting
1469,this is when I requeted for vouchers but still i didnt got atleast one,voucher
1470,hi is any one there? https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzY5MDM5MDU1NDkyNDY=.png,greeting
1471,i sent an email regarding the voucher i had but i didn't get any response after replying to the same,voucher
1472,i applied for book my show coupon when will i get them,voucher
1473,please respond yaaaar,other
1474,hello I requested you a 100 flipkart coupon on February 14th. But I didn't get any voucher.,voucher
1475,hi,greeting
1476,please look into it and let me know how many more days it will take to get my coupon?,voucher
1477,Hi I have redeemed 100points for freecharge gift coupon it has been almost 2 months but still I didn't received any coupon.,voucher
1478,hello my points are deducted 2 months back but still i didn't received any gift card,voucher
1479,Hello hello bounty is there any one?,greeting
1480,hi i didnt got my 500 rs flikart voucher its been 1 and a half month,voucher
1481,but didn't receive anything till now,voucher
1482,i redeemed my points for recharge coupons and headset,voucher
1483,can i know the status of my redeem request,voucher
1484,hello... I have been waiting for my two amazon Gift vouchers for more than a month... I have been waiting for my two amazon Gift vouchers for more than a month...,voucher
1485,i asked for the recharge vocher on 14 fed still i did not get i asked for the recharge vocher on 14 fed still i did not get,voucher
1486,it has been way too long and i have not yet got my voucher,voucher
1487,hi sir i have kept at last month for redimsion upto right now it is not came,voucher
1488,r u their,greeting
1489,hi sir today is monday today is monday,voucher
1490,send me amazon voucher k,voucher
1491,i still dint receive my gift card https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzY5MDYwOTIwNDkyNTc=.png its almost a month,voucher
1492,sure bro,noclass
1493,will u ppl reply ?? flipkart is fine,voucher
1494,hi I requested for amazon voucher 2weeks ago,voucher
1495,If it is necessary to snap  a bill to get 10 point Even not buy any goods in partner place In bounty app i am in the partner place but it doesnot show any notification i want know whats the problem?,snapbill
1496,hii there anyone,greeting
1497,hi I had discounted my points to get a flipkart voucher thanks its been more than,voucher
1498,"Hi, I havent received my gift vouchers of 200 for flipkart, it's been more than 7 days one on 29th feb and another on",voucher
1499,hi hello,greeting
1500,i want to change my mob no. i lost my earlier registered no. no reply,other
1501,hi 4-5 amazon coupons I have not received more then a  month,voucher
1502,hello,greeting
1503,will i get the voucher or not how many days i have to wait for vouchers,voucher
1504,hi hello??,greeting
1505,hello,greeting
1506,"i have redeemed rs500 on mobile recharge 1month back but i didnot get vocher  from this.so,i want",voucher
1507,when will put denominations for mobile balance when will u put denominations for mobile balance,more reward options
1508,when will u put denominations for mobile recharge.,more reward options
1509,bad experience,other
1510,hi team is there any one??,other
1511,hlo i redeemed a flipkart voucher 2 weeks back but it haven't received it..,voucher
1512,can pleaaseee give me the list of restaurants and shops that have the QR code in HSR LAYOUT BANGALORE.... so many times i have asked..,other
1513,yes but then also m. not getting,checkin
1514,I dint got points from 3days,checkin
1515,hi,greeting
1516,I requested a BookMyShow voucher on 25 Feb and I haven't received it till now nor have I received any communication regarding it.,voucher
1517,I requested a BookMyShow voucher on 25 Feb and I haven't received it till now nor have I received any communication regarding it.,voucher
1518,hi i redeemed by 100 bounty points on 07 th feb... i didn't get any coupon... and i lost my points too,voucher
1519,no...i don't want do that..if you return my points i wil add some more points from my bounty points and i wil purchase some other product,other
1520,hi your bounty people are saying... there is lack in recharge coupons..no issue on that..just give me my 100 bounty points back,voucher
1521,i didn't get my vocher till now? 2mnths gone,voucher
1522,hello i complained so many times tht i not got free recharge coupon for my 100 bounty points. its already 24 days . every tyms this app state tht it will take 4 to 7 working days . just checks my query. and plz send rs100 free recharge coupon code,voucher
1523,atleast reply sir,other
1524,ok....,noclass
1525,hello i want free recharge coupon only,voucher
1526,hello i want my free recharge coupon of rs 100 ....its more then 28 days i not got .,voucher
1527,Hi i requested for flipkart gift card on jan 29. but still i didn't received. when i can expect this?,voucher
1528,hi I have redeemed 300 rs BookMyShow voucher on 23 feb still I didn't recieved,voucher
1529,hi,greeting
1530,"Hi, i had redeemed 300 points for a bookmyshow voucher on 29th feb. 4-7 working days already over, when shall i receive it. i even sent a mail to support but no reply yet in past 3 days.",voucher
1531,"Hi Team, still i dint get any voucher from you...i have applied for 1000rs gift voucher for flipkart",voucher
1532,why no reply from your side?,other
1533,hiii i dint get my voucher yet...,voucher
1534,hii i didnt got my voucher yet i redeemed it on 8th feb 2016,voucher
1535,hi,greeting
1536,hey i redeemed for 400 giftcards in total but not getting tgem,voucher
1537,hi,greeting
1538,Hello,greeting
1539,hi i redeem dominos 2 months back not yet recieved voucher,voucher
1540,hii..wher to see redeemed coupon i hav redeemed twice of 100..for amazon n flipcart... but i havnt recieved voucher yet,voucher
1541,hi i am not getting the reward points from the last one month dont know if there's an issue with the App need to uninstall it as its of no use now i tried yo redeem but didnt receive any gift although i did it one month back,checkin
1542,hi bounty hi bounty,greeting
1543,hi bounty,greeting
1544,hi my redeem voucher not sent by bounty please give reply,voucher
1545,hi i requested for 2 flipkart vochers not received yet please check,voucher
1546,hello now that you have given me amazon coupon after a month I'm expecting flipkart coupon to come soon,voucher
1547,hello,greeting
1548,Hi I have asked for a vocher bur still i didn't get back,voucher
1549,I didn't get my coupon of freecharge tat worth 200 dated Feb 8th and Feb 14,voucher
1550,"https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzY5MTYxNzYwOTkzMzI=.png Once  i visited ur partners place and i got a notification ""ur in bounty zone"".. when i have successfully logged in i got a message conveying ""
"",56e299410799f1457690945,Fri Mar 11 2016 10:21:55 GMT+0000 (UTC),""ur crush ditched u for 10points""
"",56e299410799f1457690945,Fri Mar 11 2016 10:22:32 GMT+0000 (UTC),""from that day i am not receiving any notification from bounty even when i visiting ur partnes place",checkin
1551,Hey der https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzY5MTAyMzE5MjkzMzQ=.png Hey Saranya,greeting
1552,hi.. I have redeemed amazon coupon on 17th February 2016.still I haven't received the voucher.. when will I get it?,voucher
1553,hi my gift cards are pending from past 1.5months,voucher
1554,hello,greeting
1555,hello bounty,greeting
1556,is it going to shut down,noclass
1557,Hi may i know when will i get the voucher for book my show,voucher
1558,i have upgraded where is my voucher?,voucher
1559,i cant see the promo code option where should i enter the referal code,referral points
1560,Hiiii,greeting
1561,i havent recieved the freecharge voucher from past 1 month,voucher
1562,hi,greeting
1563,hi I have redeemed my 500 points for Gift voucher of recharge. But till I didn't get yet.. pls issue the gift voucher ASAP,voucher
1564,i placed a redeem request around 1 month back. Still didnt get the vocher.,voucher
1565,I reedemmed my points for freecteharge..its almost 1 month..but still i have not got any response for that,voucher
1566,Pls update on my redeem request,voucher
1567,its more than 20 day and yet my 500 points for flipkart is not yet redeemed.You are not taking any action against my request.,voucher
